date,susceptibles,infectives,removed,S,I,R,S_ode,I_ode,R_ode
2021-03-06,0.5482786,0.031664792,0.42035964,0.5473515065294905,0.032234008071281836,0.42041448539922766,0.5473515065294905,0.032234008071281836,0.42041448539922766
2021-03-07,0.5463827,0.031875398,0.42186007,0.5459713075525002,0.03199178690759871,0.42203690553990103,0.5450845070642675,0.03321704599727899,0.42169844693845343
2021-03-08,0.54461825,0.03206693,0.42336354,0.5444449626850736,0.03209529950141609,0.42345973781351026,0.5427585294694544,0.034220090847267376,0.4230213796832781
2021-03-09,0.5428764,0.032247197,0.42485076,0.5429024471513954,0.03223117036924184,0.4248663824793628,0.5403730679037939,0.0352428985627039,0.42438403353350196
2021-03-10,0.5411281,0.032550067,0.42627138,0.541259739558824,0.032462252493573915,0.42627800794760207,0.5379276311931485,0.03628515528191956,0.4257872135249318
2021-03-11,0.5393131,0.032936882,0.42768043,0.5395164841357607,0.03280150612552038,0.42768200973871895,0.5354218298568645,0.0373465068872373,0.427231663255898
2021-03-12,0.5374313,0.033417407,0.4290906,0.5375654496281026,0.03346218245569927,0.428972367916198,0.5328553342519282,0.03842654149042192,0.4287181242576497
2021-03-13,0.5354496,0.034008697,0.4304897,0.5355902141809574,0.034012654297697786,0.43039713152134484,0.5302278860389635,0.03952479271655027,0.4302473212444859
2021-03-14,0.53335387,0.034718227,0.43187028,0.5335520495145427,0.034619244874069484,0.43182870561138775,0.5275393101256137,0.04064073177403106,0.431819958100355
2021-03-15,0.53114927,0.03553804,0.43324316,0.531469921643389,0.03525772783306985,0.43327235052354107,0.5247895115820975,0.041773769860091764,0.4334367185578104
2021-03-16,0.52884555,0.03644884,0.4346297,0.529068522645102,0.03642190568342098,0.434509571671477,0.5219784805024378,0.042923259589914366,0.43509825990764744
2021-03-17,0.5264486,0.03742963,0.4360503,0.5266837602044464,0.03734449767651583,0.4359717421190378,0.5191063029779512,0.04408848346130544,0.43680521356074287
2021-03-18,0.52395844,0.038466193,0.43751714,0.5241148774905326,0.0384320999255487,0.4374530225839186,0.516173148998376,0.04526866983109681,0.43855818117052675
2021-03-19,0.5213703,0.039554253,0.43903452,0.5214866063318355,0.03945477385775585,0.4390586198104086,0.5131792828230943,0.04646298146630714,0.440357735710598
2021-03-20,0.5186765,0.040698007,0.4406006,0.5186628047964538,0.040779303050247954,0.4405578921532983,0.5101250729978711,0.04767051507197755,0.44220441193015086
2021-03-21,0.5158697,0.041905694,0.44221118,0.5158243403887398,0.04207028806340154,0.44210537154785867,0.5070109843507619,0.04889030365358427,0.44409871199565343
2021-03-22,0.5129447,0.043185137,0.44386226,0.5129349921716102,0.043361103661507944,0.4437039041668818,0.5038375901187219,0.05012131555165393,0.44604109432962374
2021-03-23,0.50990134,0.04454004,0.44555107,0.5101258450378081,0.044300340682986696,0.44557381427920517,0.5006055644501182,0.05136245518570432,0.448031980364177
2021-03-24,0.5067445,0.04596806,0.4472771,0.5069914294842031,0.04572537535220901,0.447283195163588,0.49731569183288965,0.052612564898736815,0.4500717432683731
2021-03-25,0.5034843,0.047460254,0.44904184,0.5037230998065668,0.047225291472277935,0.44905160872115524,0.4939688642186237,0.05387042373222903,0.4521607120491469
