date,susceptibles,infectives,removed,S,I,R,S_ode,I_ode,R_ode
2021-03-06,0.54819554,0.031702477,0.4203898,0.5473515065294905,0.032234008071281836,0.42041448539922766,0.5473515065294905,0.032234008071281836,0.42041448539922766
2021-03-07,0.546337,0.031889446,0.42188352,0.5459713075525002,0.03199178690759871,0.42203690553990103,0.5451496584774242,0.033156566927087655,0.4216937745954882
2021-03-08,0.5445984,0.03209056,0.42338854,0.5444449626850736,0.03209529950141609,0.42345973781351026,0.5428943534992924,0.03409616451801811,0.4230094819826896
2021-03-09,0.5428524,0.032250717,0.42485198,0.5429024471513954,0.03223117036924184,0.4248663824793628,0.5405852039904467,0.03505252839968816,0.4243622676098652
2021-03-10,0.54114205,0.03255013,0.42629936,0.541259739558824,0.032462252493573915,0.42627800794760207,0.5382218551386183,0.036025332768659185,0.4257528120927226
2021-03-11,0.5393236,0.032947876,0.42770764,0.5395164841357607,0.03280150612552038,0.42768200973871895,0.5358040383278764,0.037014224488868805,0.42718173718325503
2021-03-12,0.5374191,0.03343829,0.42908645,0.5375654496281026,0.03346218245569927,0.428972367916198,0.5333315364446027,0.03801879877613075,0.4286496647792667
2021-03-13,0.5354303,0.0340295,0.43046662,0.5355902141809574,0.034012654297697786,0.43039713152134484,0.5308041951997683,0.03903860472980443,0.4301572000704275
2021-03-14,0.5333475,0.034726974,0.43185994,0.5335520495145427,0.034619244874069484,0.43182870561138775,0.5282219270392006,0.04007314383698857,0.43170492912381103
2021-03-15,0.5311649,0.0355287,0.4332647,0.531469921643389,0.03525772783306985,0.43327235052354107,0.5255847149159841,0.0411218663123408,0.4332934187716754
2021-03-16,0.5288798,0.036425773,0.4346792,0.529068522645102,0.03642190568342098,0.434509571671477,0.5228926121675687,0.0421841758290107,0.43492321200342093
2021-03-17,0.5264898,0.03740624,0.4361073,0.5266837602044464,0.03734449767651583,0.4359717421190378,0.5201457529156571,0.043259419896281126,0.4365948271880619
2021-03-18,0.523992,0.038458537,0.43755808,0.5241148774905326,0.0384320999255487,0.4374530225839186,0.5173443457798389,0.044346898156963604,0.4383087560631977
