date,susceptibles,infectives,removed,S,I,R,S_ode,I_ode,R_ode
2021-03-06,0.33832556,0.3306126,0.33294442,0.5473515065294905,0.032234008071281836,0.42041448539922766,0.5473515065294905,0.032234008071281836,0.42041448539922766
2021-03-07,0.3382785,0.33056656,0.33289808,0.5459713075525002,0.03199178690759871,0.42203690553990103,0.5473515288839894,0.032233933717744565,0.42041453739826595
2021-03-08,0.33823264,0.33052176,0.33285293,0.5444449626850736,0.03209529950141609,0.42345973781351026,0.5473515512384378,0.032233859364377886,0.42041458939718435
2021-03-09,0.33818814,0.33047822,0.3328091,0.5429024471513954,0.03223117036924184,0.4248663824793628,0.5473515735928354,0.032233785011181806,0.4204146413959828
2021-03-10,0.33814505,0.33043602,0.3327666,0.541259739558824,0.032462252493573915,0.42627800794760207,0.5473515959471824,0.03223371065815632,0.42041469339466125
2021-03-11,0.3381034,0.33039528,0.33272558,0.5395164841357607,0.03280150612552038,0.42768200973871895,0.5473516183014787,0.03223363630530143,0.4204147453932198
2021-03-12,0.33806333,0.33035606,0.33268607,0.5375654496281026,0.03346218245569927,0.428972367916198,0.5473516406557244,0.03223356195261714,0.42041479739165843
2021-03-13,0.33802482,0.33031842,0.33264816,0.5355902141809574,0.034012654297697786,0.43039713152134484,0.5473516630099194,0.03223348760010344,0.4204148493899771
2021-03-14,0.33798802,0.3302824,0.3326119,0.5335520495145427,0.034619244874069484,0.43182870561138775,0.5473516853640639,0.03223341324776033,0.42041490138817583
2021-03-15,0.3379529,0.33024803,0.3325773,0.531469921643389,0.03525772783306985,0.43327235052354107,0.5473517077181576,0.03223333889558782,0.4204149533862546
2021-03-16,0.3379196,0.3302154,0.3325444,0.529068522645102,0.03642190568342098,0.434509571671477,0.5473517300722006,0.0322332645435859,0.42041500538421345
2021-03-17,0.33788803,0.3301845,0.33251327,0.5266837602044464,0.03734449767651583,0.4359717421190378,0.547351752426193,0.03223319019175458,0.42041505738205237
2021-03-18,0.33785823,0.33015534,0.33248392,0.5241148774905326,0.0384320999255487,0.4374530225839186,0.5473517747801349,0.03223311584009385,0.42041510937977133
2021-03-19,0.33783028,0.33012795,0.33245632,0.5214866063318355,0.03945477385775585,0.4390586198104086,0.5473517971340259,0.03223304148860371,0.42041516137737034
2021-03-20,0.3378041,0.33010235,0.33243054,0.5186628047964538,0.040779303050247954,0.4405578921532983,0.5473518194878665,0.032232967137284164,0.4204152133748494
2021-03-21,0.33777976,0.3300785,0.33240652,0.5158243403887398,0.04207028806340154,0.44210537154785867,0.5473518418416563,0.03223289278613521,0.4204152653722085
2021-03-22,0.33775726,0.33005643,0.3323843,0.5129349921716102,0.043361103661507944,0.4437039041668818,0.5473518641953954,0.032232818435156844,0.4204153173694477
2021-03-23,0.3377365,0.33003607,0.33236378,0.5101258450378081,0.044300340682986696,0.44557381427920517,0.547351886549084,0.03223274408434907,0.420415369366567
2021-03-24,0.33771744,0.33001742,0.332345,0.5069914294842031,0.04572537535220901,0.447283195163588,0.5473519089027218,0.03223266973371189,0.4204154213635663
2021-03-25,0.33770016,0.33000043,0.3323279,0.5037230998065668,0.047225291472277935,0.44905160872115524,0.547351931256309,0.0322325953832453,0.42041547336044566
2021-03-26,0.33768448,0.3299851,0.33231246,0.5002927161655656,0.0488483299778735,0.45085895385656094,0.5473519536098456,0.032232521032949296,0.42041552535720506
2021-03-27,0.33767045,0.32997134,0.33229858,0.4967570834265137,0.0505157552258261,0.4527271613476602,0.5473519759633315,0.032232446682823886,0.42041557735384455
2021-03-28,0.337658,0.3299591,0.33228627,0.49316231636524904,0.0521935994991793,0.4546440841355716,0.5473519983167668,0.03223237233286906,0.42041562935036414
2021-03-29,0.33764702,0.3299483,0.33227542,0.4895216039431935,0.05385517992800474,0.4566232161288018,0.5473520206701514,0.03223229798308483,0.4204156813467637
2021-03-30,0.3376375,0.32993898,0.332266,0.4858774185126709,0.055446791942351324,0.45867578954497773,0.5473520430234854,0.03223222363347118,0.4204157333430434
2021-03-31,0.3376294,0.329931,0.33225793,0.4821770974062708,0.05707436230045853,0.4607485402932707,0.5473520653767687,0.03223214928402812,0.42041578533920315
2021-04-01,0.33762258,0.32992426,0.33225116,0.47853474165825766,0.058537007110151314,0.46292825123159104,0.5473520877300014,0.032232074934755654,0.4204158373352429
2021-04-02,0.33761698,0.32991874,0.3322456,0.475023521627502,0.05982066492251504,0.46515581344998297,0.5473521100831834,0.03223200058565377,0.4204158893311628
2021-04-03,0.33761263,0.32991436,0.3322412,0.47172789918576774,0.0608817113629049,0.4673903894513274,0.5473521324363149,0.032231926236722476,0.4204159413269627
2021-04-04,0.33760923,0.32991108,0.3322379,0.46830974731117186,0.06233643601914275,0.4693538166696854,0.5473521547893955,0.032231851887961765,0.4204159933226427
2021-04-05,0.33760697,0.32990876,0.33223554,0.4650562160379054,0.06354885480417391,0.47139492915792064,0.5473521771424256,0.03223177753937164,0.4204160453182027
2021-04-06,0.3376056,0.3299074,0.33223414,0.4624436496540804,0.06362733632477276,0.4739290140211468,0.547352199495405,0.0322317031909521,0.4204160973136428
2021-04-07,0.33760512,0.32990685,0.3322336,0.45982189250394667,0.0639761195531222,0.4762019879429311,0.5473522218483338,0.03223162884270315,0.420416149308963
2021-04-08,0.33760545,0.32990712,0.33223388,0.45705179553851594,0.06446856674146696,0.4784796377200171,0.547352244201212,0.03223155449462478,0.42041620130416324
2021-04-09,0.33760646,0.32990807,0.3322348,0.4541118769298079,0.06500641716245174,0.4808817059077404,0.5473522665540395,0.032231480146717,0.42041625329924354
