date,susceptibles,infectives,removed,S,I,R,S_ode,I_ode,R_ode
2021-03-06,0.5481497,0.031728752,0.42039147,0.5473515065294905,0.032234008071281836,0.42041448539922766,0.5473515065294905,0.032234008071281836,0.42041448539922766
2021-03-07,0.5463069,0.031894907,0.4218895,0.5459713075525002,0.03199178690759871,0.42203690553990103,0.5451869629439933,0.033107060688658575,0.4217059763673483
2021-03-08,0.54456425,0.032099,0.42338893,0.5444449626850736,0.03209529950141609,0.42345973781351026,0.5429730047666809,0.03399473644299347,0.4230322587903258
2021-03-09,0.54284525,0.032252777,0.42485666,0.5429024471513954,0.03223117036924184,0.4248663824793628,0.540709360560976,0.03489674286922666,0.4243938965697976
2021-03-10,0.5411229,0.032540202,0.42630747,0.541259739558824,0.032462252493573915,0.42627800794760207,0.5383957821422654,0.03581273186599304,0.4257914859917418
2021-03-11,0.53928024,0.032946445,0.427697,0.5395164841357607,0.03280150612552038,0.42768200973871895,0.5360321015213594,0.03674234175756577,0.42722555672107504
2021-03-12,0.53738254,0.033450276,0.42907318,0.5375654496281026,0.03346218245569927,0.428972367916198,0.5336181993730283,0.03768516167701618,0.4286966389499557
2021-03-13,0.5354232,0.034042094,0.4304692,0.5355902141809574,0.034012654297697786,0.43039713152134484,0.5311540105942117,0.038640742860306936,0.4302052465454815
2021-03-14,0.533364,0.034726936,0.43187967,0.5335520495145427,0.034619244874069484,0.43182870561138775,0.5286395291621517,0.03960859640192716,0.4317518744359213
2021-03-15,0.53118247,0.035513073,0.43329003,0.531469921643389,0.03525772783306985,0.43327235052354107,0.52607481244052,0.04058818973742656,0.4333369978220536
2021-03-16,0.52887654,0.036402337,0.43469524,0.529068522645102,0.03642190568342098,0.434509571671477,0.5234599810780367,0.04157894914921517,0.43496106977274834
2021-03-17,0.5264548,0.03738759,0.4361046,0.5266837602044464,0.03734449767651583,0.4359717421190378,0.5207952222557125,0.04258025896797237,0.4366245187763153
2021-03-18,0.5239283,0.038454905,0.4375358,0.5241148774905326,0.0384320999255487,0.4374530225839186,0.5180807960120557,0.04359145581867463,0.4383277481692699
2021-03-19,0.52130586,0.039588027,0.43900898,0.5214866063318355,0.03945477385775585,0.4390586198104086,0.5153170223263053,0.044611842757174176,0.4400711349165207
2021-03-20,0.51859254,0.040772527,0.44054008,0.5186628047964538,0.040779303050247954,0.4405578921532983,0.5125042928729444,0.045640677267287294,0.4418550298597685
2021-03-21,0.51578873,0.041999176,0.44213837,0.5158243403887398,0.04207028806340154,0.44210537154785867,0.5096430755613548,0.046677174705578375,0.44367974973306706
2021-03-22,0.5128905,0.043265667,0.44380486,0.5129349921716102,0.043361103661507944,0.4437039041668818,0.5067339085895557,0.047720508230979786,0.44554558317946474
2021-03-23,0.50989133,0.044576302,0.44553372,0.5101258450378081,0.044300340682986696,0.44557381427920517,0.5037774073909619,0.04876981131775983,0.44745278129127863
2021-03-24,0.5067841,0.04594018,0.44731426,0.5069914294842031,0.04572537535220901,0.447283195163588,0.5007742603066929,0.04982417595129267,0.4494015637420147
2021-03-25,0.50356376,0.047367703,0.44913363,0.5037230998065668,0.047225291472277935,0.44905160872115524,0.4977252317607986,0.05088265599148531,0.4513921122477164
2021-03-26,0.5002311,0.04886609,0.4509801,0.5002927161655656,0.0488483299778735,0.45085895385656094,0.4946311626959489,0.05194426808136213,0.45342456922268926
2021-03-27,0.4967947,0.05043496,0.4528453,0.4967570834265137,0.0505157552258261,0.4527271613476602,0.4914929704750125,0.05300799020259367,0.45549903932239416
2021-03-28,0.4932732,0.052062575,0.45472616,0.49316231636524904,0.0521935994991793,0.4546440841355716,0.4883116465963449,0.054072767187941614,0.4576155862157138
2021-03-29,0.4896944,0.053723913,0.45662573,0.4895216039431935,0.05385517992800474,0.4566232161288018,0.48508825764229885,0.05513751218981369,0.4597742301678878
2021-03-30,0.48609367,0.05538139,0.45855296,0.4858774185126709,0.055446791942351324,0.45867578954497773,0.481823948899317,0.05620110598937244,0.4619749451113109
2021-03-31,0.48250923,0.05698862,0.46052104,0.4821770974062708,0.05707436230045853,0.4607485402932707,0.4785199349910728,0.05726240191316809,0.46421766309575935
2021-04-01,0.47897762,0.05849651,0.46254516,0.47853474165825766,0.058537007110151314,0.46292825123159104,0.47517750095611516,0.058320227350885816,0.4665022716929993
2021-04-02,0.4755286,0.059860397,0.4646398,0.475023521627502,0.05982066492251504,0.46515581344998297,0.4717980059353656,0.059373384650346,0.46882860941428867
2021-04-03,0.47218126,0.06104706,0.4668167,0.47172789918576774,0.0608817113629049,0.4673903894513274,0.46838287453114585,0.06042065740857966,0.47119646806027476
2021-04-04,0.46894196,0.06203931,0.469083,0.46830974731117186,0.06233643601914275,0.4693538166696854,0.46493359720390176,0.061460811786540066,0.47360559100955846
2021-04-05,0.46580377,0.06283836,0.47144067,0.4650562160379054,0.06354885480417391,0.47139492915792064,0.46145173076089646,0.062492597758056545,0.4760556714810473
2021-04-06,0.46274784,0.06346295,0.4738866,0.4624436496540804,0.06362733632477276,0.4739290140211468,0.45793888967583646,0.06351475605995623,0.47854635426420766
2021-04-07,0.45974517,0.06394679,0.47641322,0.45982189250394667,0.0639761195531222,0.4762019879429311,0.4543967463250262,0.06452601966021551,0.4810772340147586
2021-04-08,0.45675942,0.06433498,0.47901005,0.45705179553851594,0.06446856674146696,0.4784796377200171,0.45082702982344414,0.06552511604257406,0.48364785413398215
2021-04-09,0.45374918,0.064679705,0.48166415,0.4541118769298079,0.06500641716245174,0.4808817059077404,0.4472315174723956,0.06651077357640789,0.4862577089511969
2021-04-10,0.45067152,0.06503647,0.48436147,0.45115668555459787,0.0652229295927277,0.48362038485267445,0.44361203351802686,0.06748172398431584,0.4889062424976577
2021-04-11,0.4474845,0.065460175,0.48708844,0.44824450865986276,0.06503026233034014,0.4867252290097971,0.43997044776174266,0.06843670483131277,0.49159284740694503
2021-04-12,0.44415078,0.06600145,0.48983222,0.4451912344430969,0.06494098060048456,0.48986778495641853,0.43630866585146055,0.06937446566571048,0.4943168684828294
2021-04-13,0.4406412,0.06670238,0.49258232,0.44136888367822413,0.06601100603837413,0.4926201102834017,0.4326286287888738,0.07029377046018156,0.4970776007509451
2021-04-14,0.4369394,0.06759222,0.49533188,0.4371734725087434,0.06744069962139346,0.4953858278698632,0.4289323088526279,0.07119340145295967,0.4998742896944129
2021-04-15,0.43304455,0.06868251,0.49807802,0.43298150893547227,0.06883845846802232,0.49818003259650545,0.4252217039640793,0.07207216311932539,0.5027061329165957
2021-04-16,0.42897412,0.069963366,0.5008232,0.42892517057820845,0.06991576875293995,0.5011590606688516,0.4214988320551264,0.07292888532705083,0.5055722826178233
2021-04-17,0.42476296,0.071402065,0.50357443,0.4245953624518123,0.07159225770591585,0.5038123798422719,0.41776572587542077,0.07376242892290519,0.5084718452016745
2021-04-18,0.42045972,0.072945125,0.5063428,0.420354209219597,0.07316197282541645,0.5064838179549865,0.41402442680655177,0.07457168973511456,0.5114038834583341
2021-04-19,0.41611934,0.07452538,0.50914127,0.41618023752433486,0.07464003440440119,0.509179728071264,0.4102769858711909,0.07535559806568798,0.5143674160631216
2021-04-20,0.41179514,0.076071754,0.5119822,0.4119288685647756,0.07610886286331546,0.511962268571909,0.4065254577274637,0.0761131228185265,0.5173614194540104
2021-04-21,0.40753093,0.07752082,0.51487595,0.40769166270315926,0.07753643875824524,0.5147718985385955,0.402771890255368,0.07684327846844613,0.5203848312761863
2021-04-22,0.40335655,0.078825,0.5178286,0.4034564559390995,0.0788502524490042,0.5176932916118963,0.3990183220087307,0.07754512658599992,0.5234365514052698
2021-04-23,0.39928672,0.07995705,0.52084243,0.3993233556239657,0.07993497464223527,0.520741669733799,0.39526678229012213,0.07821777515929798,0.5265154425505804
2021-04-24,0.3953227,0.08090944,0.523916,0.3952812820136732,0.08081830469814981,0.523900413288177,0.391519281788554,0.07886038471008132,0.5296203335013652
2021-04-25,0.3914565,0.08169044,0.52704495,0.39130956647246795,0.08149588017928333,0.5271945533482487,0.38777780791103067,0.0794721708348403,0.5327500212541295
2021-04-26,0.38767436,0.08231861,0.53022355,0.387305314771455,0.08216794967138402,0.5305267355571609,0.38404432189969534,0.08005240526494659,0.5359032728353587
2021-04-27,0.38396057,0.08281764,0.53344524,0.3831461075975531,0.08339595464075428,0.5334579377616926,0.3803207566250583,0.0806004162651145,0.5390788271098277
2021-04-28,0.38029984,0.08321213,0.53670365,0.3794893854535405,0.08367155056872877,0.5368390639777307,0.37660900890848636,0.08111559306443425,0.5422753980270799
2021-04-29,0.37667874,0.0835248,0.53999263,0.37597880072921197,0.08378599043308824,0.5402352088376998,0.3729109364917668,0.08159738662618891,0.5454916768820448
2021-04-30,0.37308648,0.08377517,0.5433069,0.37249123103904036,0.08412604878650873,0.5433827201744509,0.36922835662783504,0.08204530942849733,0.5487263339436681
2021-05-01,0.36951512,0.08397904,0.5466419,0.3693082272499085,0.08386243897312115,0.5468293337769703,0.3655630416908834,0.08245893695605619,0.5519780213530608
2021-05-02,0.36595923,0.08414837,0.54999363,0.3659009433505882,0.08433404811066468,0.5497650085387471,0.3619167145990254,0.08283790916720468,0.5552453762337703
2021-05-03,0.36241564,0.08429173,0.55335885,0.36264674288788556,0.08464162112879141,0.5527116359833231,0.3582910466107906,0.08318193042791606,0.5585270229612938
2021-05-04,0.35888296,0.08441502,0.55673486,0.3602092161307907,0.08317414799025445,0.5566166358789548,0.3546876567330951,0.0834907687248005,0.5618215745421048
2021-05-05,0.3553613,0.084521696,0.56011915,0.35789525223834506,0.08157457346869114,0.5605301742929638,0.3511081070260535,0.08376425644371957,0.5651276365302274
2021-05-06,0.3518518,0.08461352,0.5635099,0.35551636849982615,0.08050857163817172,0.5639750598620021,0.347553900617783,0.08400228983370518,0.5684438095485123
