date,Ic,Inew,R,D,R_4_SIR,I_4_SIR,S_4_SIR
2021-04-01,3547297.1428571427,20362.85714285714,4456.857142857143,108463.85714285714,112920.71428571429,3434376.4285714286,57080200.85714286
2021-04-02,3567351.5714285714,20054.428571428572,4461.571428571428,108902.71428571429,113364.28571428571,3453987.285714286,57060146.428571425
2021-04-03,3587036.4285714286,19684.85714285714,4466.285714285715,109341.0,113807.28571428571,3473229.1428571427,57040461.571428575
2021-04-04,3606494.5714285714,19458.14285714286,4471.0,109783.42857142857,114254.42857142857,3492240.1428571427,57021003.428571425
2021-04-05,3625635.5714285714,19141.0,4471.0,110208.57142857143,114679.57142857143,3510956.0,57001862.428571425
2021-04-06,3643592.0,17956.428571428572,4471.0,110618.28571428571,115089.28571428571,3528502.714285714,56983906.0
2021-04-07,3660091.1428571427,16499.14285714286,4471.0,111050.85714285714,115521.85714285714,3544569.285714286,56967406.85714286
2021-04-08,3675879.5714285714,15788.42857142857,4471.0,111481.42857142857,115952.42857142857,3559927.1428571427,56951618.428571425
2021-04-09,3691240.4285714286,15360.857142857143,4471.0,111945.85714285714,116416.85714285714,3574823.5714285714,56936257.571428575
2021-04-10,3706073.285714286,14832.857142857143,4471.0,112405.71428571429,116876.71428571429,3589196.5714285714,56921424.71428572
2021-04-11,3720580.4285714286,14507.142857142857,4500.0,112866.28571428571,117366.28571428571,3603214.1428571427,56906917.571428575
2021-04-12,3734959.0,14378.57142857143,4579.571428571428,113335.71428571429,117915.28571428571,3617043.714285714,56892539.0
2021-04-13,3750148.4285714286,15189.42857142857,4659.142857142857,113813.0,118472.14285714286,3631676.285714286,56877349.571428575
2021-04-14,3765691.285714286,15542.857142857143,4738.714285714285,114267.71428571429,119006.42857142857,3646684.8571428573,56861806.71428572
2021-04-15,3781199.0,15507.714285714286,4818.285714285715,114707.14285714286,119525.42857142857,3661673.5714285714,56846299.0
2021-04-16,3796278.0,15079.0,4897.857142857143,115105.28571428571,120003.14285714286,3676274.8571428573,56831220.0
2021-04-17,3811044.5714285714,14766.57142857143,4977.428571428572,115498.57142857143,120476.0,3690568.5714285714,56816453.428571425
2021-04-18,3825375.5714285714,14331.0,5028.0,115880.42857142857,120908.42857142857,3704467.1428571427,56802122.428571425
2021-04-19,3839575.5714285714,14200.0,5148.0,116256.28571428571,121404.28571428571,3718171.285714286,56787922.428571425
2021-04-20,3853579.8571428573,14004.285714285714,5268.0,116619.85714285714,121887.85714285714,3731692.0,56773918.14285714
2021-04-21,3867252.1428571427,13672.285714285714,5403.285714285715,116968.42857142857,122371.71428571429,3744880.4285714286,56760245.85714286
2021-04-22,3880793.4285714286,13541.285714285714,5580.285714285715,117314.14285714286,122894.42857142857,3757899.0,56746704.571428575
2021-04-23,3894168.285714286,13374.857142857143,5757.285714285715,117647.42857142857,123404.71428571429,3770763.5714285714,56733329.71428572
2021-04-24,3907321.714285714,13153.42857142857,5934.285714285715,117982.42857142857,123916.71428571429,3783405.0,56720176.28571428
2021-04-25,3920542.1428571427,13220.42857142857,6111.285714285715,118312.57142857143,124423.85714285714,3796118.285714286,56706955.85714286
2021-04-26,3933702.1428571427,13160.0,6168.285714285715,118640.57142857143,124808.85714285714,3808893.285714286,56693795.85714286
2021-04-27,3946623.4285714286,12921.285714285714,6225.285714285715,118966.14285714286,125191.42857142857,3821432.0,56680874.571428575
2021-04-28,3959479.8571428573,12856.42857142857,6267.0,119288.85714285714,125555.85714285714,3833924.0,56668018.14285714
2021-04-29,3972088.8571428573,12609.0,6267.0,119601.28571428571,125868.28571428571,3846220.5714285714,56655409.14285714
2021-04-30,3984510.285714286,12421.42857142857,6267.0,119902.42857142857,126169.42857142857,3858340.8571428573,56642987.71428572
2021-05-01,3996810.285714286,12300.0,6267.0,120189.85714285714,126456.85714285714,3870353.4285714286,56630687.71428572
2021-05-02,4008537.1428571427,11726.857142857143,6267.0,120466.85714285714,126733.85714285714,3881803.285714286,56618960.85714286
2021-05-03,4019907.714285714,11370.57142857143,6267.0,120737.42857142857,127004.42857142857,3892903.285714286,56607590.28571428
2021-05-04,4031094.714285714,11187.0,6267.0,120998.28571428571,127265.28571428571,3903829.4285714286,56596403.28571428
2021-05-05,4041881.285714286,10786.57142857143,6267.0,121248.14285714286,127515.14285714286,3914366.1428571427,56585616.71428572
2021-05-06,4052308.4285714286,10427.142857142857,6289.857142857143,121493.71428571429,127783.57142857143,3924524.8571428573,56575189.571428575
2021-05-07,4062321.8571428573,10013.42857142857,6312.714285714285,121731.28571428571,128044.0,3934277.8571428573,56565176.14285714
2021-05-08,4071936.714285714,9614.857142857143,6335.571428571428,121968.57142857143,128304.14285714286,3943632.5714285714,56555561.28571428
2021-05-09,4081429.285714286,9492.57142857143,6358.428571428572,122205.14285714286,128563.57142857143,3952865.714285714,56546068.71428572
2021-05-10,4090797.714285714,9368.42857142857,6381.285714285715,122433.42857142857,128814.71428571429,3961983.0,56536700.28571428
2021-05-11,4099856.1428571427,9058.42857142857,6404.142857142857,122654.0,129058.14285714286,3970798.0,56527641.85714286
2021-05-12,4108524.4285714286,8668.285714285714,6427.0,122873.85714285714,129300.85714285714,3979223.5714285714,56518973.571428575
2021-05-13,4116661.8571428573,8137.428571428572,6427.0,123085.57142857143,129512.57142857143,3987149.285714286,56510836.14285714
2021-05-14,4124372.5714285714,7710.714285714285,6427.0,123293.71428571429,129720.71428571429,3994651.8571428573,56503125.428571425
2021-05-15,4131580.1428571427,7207.571428571428,6427.0,123489.28571428571,129916.28571428571,4001663.8571428573,56495917.85714286
2021-05-16,4138424.714285714,6844.571428571428,6427.0,123678.28571428571,130105.28571428571,4008319.4285714286,56489073.28571428
2021-05-17,4145037.4285714286,6612.714285714285,6427.0,123859.0,130286.0,4014751.4285714286,56482460.571428575
2021-05-18,4151293.8571428573,6256.428571428572,6427.0,124032.57142857143,130459.57142857143,4020834.285714286,56476204.14285714
2021-05-19,4157214.8571428573,5921.0,6427.0,124190.0,130617.0,4026597.8571428573,56470283.14285714
2021-05-20,4162800.714285714,5585.857142857143,6427.0,124342.14285714286,130769.14285714286,4032031.5714285714,56464697.28571428
2021-05-21,4168051.285714286,5250.571428571428,6427.0,124499.42857142857,130926.42857142857,4037124.8571428573,56459446.71428572
2021-05-22,4173025.0,4973.714285714285,6427.571428571428,124655.14285714286,131082.7142857143,4041942.285714286,56454473.0
2021-05-23,4177748.0,4723.0,6428.142857142857,124807.85714285714,131236.0,4046512.0,56449750.0
2021-05-24,4182333.1428571427,4585.142857142857,6428.714285714285,124956.28571428571,131385.0,4050948.1428571427,56445164.85714286
2021-05-25,4186742.714285714,4409.571428571428,6429.285714285715,125099.71428571429,131529.0,4055213.714285714,56440755.28571428
2021-05-26,4190928.714285714,4186.0,6429.857142857143,125239.14285714286,131669.0,4059259.714285714,56436569.28571428
2021-05-27,4194887.142857143,3958.4285714285716,6430.857142857143,125379.57142857143,131810.42857142858,4063076.714285714,56432610.85714286
2021-05-28,4198634.428571428,3747.285714285714,6431.857142857143,125506.85714285714,131938.7142857143,4066695.714285714,56428863.571428575
2021-05-29,4202186.571428572,3552.1428571428573,6432.285714285715,125628.14285714286,132060.42857142858,4070126.1428571427,56425311.428571425
2021-05-30,4205589.428571428,3402.8571428571427,6432.714285714285,125745.42857142857,132178.14285714287,4073411.285714286,56421908.571428575
2021-05-31,4208896.428571428,3307.0,6433.142857142857,125858.71428571429,132291.85714285713,4076604.5714285714,56418601.571428575
2021-06-01,4212098.142857143,3201.714285714286,6433.571428571428,125961.57142857143,132395.14285714287,4079703.0,56415399.85714286
2021-06-02,4215151.428571428,3053.285714285714,6434.0,126056.0,132490.0,4082661.4285714286,56412346.571428575
2021-06-03,4217893.285714285,2741.8571428571427,6434.428571428572,126134.42857142857,132568.85714285713,4085324.4285714286,56409604.71428572
2021-06-04,4220466.428571428,2573.1428571428573,6434.857142857143,126205.28571428571,132640.14285714287,4087826.285714286,56407031.571428575
2021-06-05,4222909.0,2442.5714285714284,6435.285714285715,126272.42857142857,132707.7142857143,4090201.285714286,56404589.0
2021-06-06,4225255.428571428,2346.4285714285716,6435.714285714285,126340.57142857143,132776.2857142857,4092479.1428571427,56402242.571428575
2021-06-07,4227523.571428572,2268.1428571428573,6436.142857142857,126406.28571428571,132842.42857142858,4094681.1428571427,56399974.428571425
2021-06-08,4229707.571428572,2184.0,6436.714285714285,126473.28571428571,132910.0,4096797.5714285714,56397790.428571425
2021-06-09,4231791.857142857,2084.285714285714,6437.285714285715,126542.42857142857,132979.7142857143,4098812.1428571427,56395706.14285714
2021-06-10,4233892.571428572,2100.714285714286,6437.428571428572,126615.71428571429,133053.14285714287,4100839.4285714286,56393605.428571425
2021-06-11,4235898.428571428,2005.857142857143,6437.857142857143,126688.42857142857,133126.2857142857,4102772.1428571427,56391599.571428575
2021-06-12,4237802.571428572,1904.142857142857,6438.714285714285,126760.42857142857,133199.14285714287,4104603.4285714286,56389695.428571425
2021-06-13,4239580.285714285,1777.7142857142858,6439.571428571428,126828.85714285714,133268.42857142858,4106311.8571428573,56387917.71428572
2021-06-14,4241306.142857143,1725.857142857143,6440.428571428572,126893.14285714286,133333.57142857142,4107972.5714285714,56386191.85714286
2021-06-15,4242940.428571428,1634.2857142857142,6441.142857142857,126951.85714285714,133393.0,4109547.4285714286,56384557.571428575
2021-06-16,4244460.714285715,1520.2857142857142,6442.142857142857,127007.0,133449.14285714287,4111011.5714285714,56383037.28571428
2021-06-17,4245873.142857143,1412.4285714285713,6443.142857142857,127054.85714285714,133498.0,4112375.1428571427,56381624.85714286
2021-06-18,4247179.142857143,1306.0,6443.857142857143,127097.85714285714,133541.7142857143,4113637.4285714286,56380318.85714286
2021-06-19,4248409.571428572,1230.4285714285713,6444.142857142857,127137.42857142857,133581.57142857142,4114828.0,56379088.428571425
2021-06-20,4249567.285714285,1157.7142857142858,6444.428571428572,127175.71428571429,133620.14285714287,4115947.1428571427,56377930.71428572
2021-06-21,4250664.571428572,1097.2857142857142,6444.714285714285,127211.85714285714,133656.57142857142,4117008.0,56376833.428571425
2021-06-22,4251702.0,1037.4285714285713,6445.0,127243.42857142857,133688.42857142858,4118013.5714285714,56375796.0
2021-06-23,4252702.285714285,1000.2857142857143,6445.0,127271.85714285714,133716.85714285713,4118985.4285714286,56374795.71428572
2021-06-24,4253551.571428572,849.2857142857143,6445.0,127296.42857142857,133741.42857142858,4119810.1428571427,56373946.428571425
2021-06-25,4254344.285714285,792.7142857142857,6445.0,127324.0,133769.0,4120575.285714286,56373153.71428572
2021-06-26,4255086.285714285,742.0,6445.285714285715,127353.28571428571,133798.57142857142,4121287.714285714,56372411.71428572
2021-06-27,4255813.857142857,727.5714285714286,6445.571428571428,127382.14285714286,133827.7142857143,4121986.1428571427,56371684.14285714
2021-06-28,4256527.571428572,713.7142857142857,6445.857142857143,127412.0,133857.85714285713,4122669.714285714,56370970.428571425
2021-06-29,4257218.857142857,691.2857142857143,6446.142857142857,127443.42857142857,133889.57142857142,4123329.285714286,56370279.14285714
2021-06-30,4257858.142857143,639.2857142857143,6446.428571428572,127474.0,133920.42857142858,4123937.714285714,56369639.85714286
2021-07-01,4258585.0,726.8571428571429,6448.142857142857,127506.14285714286,133954.2857142857,4124630.714285714,56368913.0
