date,Ic,Inew,R,D,R_4_SIR,I_4_SIR,S_4_SIR
2021-06-09,697806.0,369.2857142857143,2146159.0,10731.42857142857,2156890.4285714286,-1459084.4285714286,8212079.0
2021-06-10,698219.7142857143,413.7142857142857,2152408.4285714286,10734.857142857143,2163143.285714286,-1464923.5714285714,8211665.285714285
2021-06-11,698613.8571428572,394.14285714285717,2158281.0,10737.857142857143,2169018.8571428573,-1470405.0,8211271.142857143
2021-06-12,699008.0,394.14285714285717,2163675.4285714286,10740.714285714286,2174416.1428571427,-1475408.142857143,8210877.0
2021-06-13,699402.1428571428,394.14285714285717,2168662.0,10743.142857142857,2179405.1428571427,-1480003.0,8210482.857142857
2021-06-14,699740.1428571428,338.0,2173878.5714285714,10745.285714285714,2184623.8571428573,-1484883.7142857143,8210144.857142857
2021-06-15,700051.5714285715,311.42857142857144,2178910.1428571427,10747.285714285714,2189657.4285714286,-1489605.857142857,8209833.428571428
2021-06-16,700403.2857142857,351.7142857142857,2183651.714285714,10749.57142857143,2194401.285714286,-1493998.0,8209481.714285715
2021-06-17,700654.2857142857,251.0,2188129.4285714286,10751.57142857143,2198881.0,-1498226.7142857143,8209230.714285715
2021-06-18,700879.4285714285,225.14285714285714,2192144.0,10753.57142857143,2202897.5714285714,-1502018.142857143,8209005.571428572
2021-06-19,701104.5714285715,225.14285714285714,2195848.285714286,10755.57142857143,2206603.8571428573,-1505499.2857142857,8208780.428571428
2021-06-20,701329.7142857143,225.14285714285714,2199425.8571428573,10757.714285714286,2210183.5714285714,-1508853.857142857,8208555.285714285
2021-06-21,701509.5714285715,179.85714285714286,2202624.285714286,10759.857142857143,2213384.1428571427,-1511874.5714285714,8208375.428571428
2021-06-22,701673.2857142857,163.71428571428572,2205159.1428571427,10761.714285714286,2215920.8571428573,-1514247.5714285714,8208211.714285715
2021-06-23,701818.7142857143,145.42857142857142,2207324.1428571427,10763.0,2218087.1428571427,-1516268.4285714286,8208066.285714285
2021-06-24,701953.5714285715,134.85714285714286,2209191.714285714,10764.42857142857,2219956.1428571427,-1518002.5714285714,8207931.428571428
2021-06-25,702079.2857142857,125.71428571428571,2211073.1428571427,10765.857142857143,2221839.0,-1519759.7142857143,8207805.714285715
2021-06-26,702205.0,125.71428571428571,2212830.285714286,10767.142857142857,2223597.4285714286,-1521392.4285714286,8207680.0
2021-06-27,702330.7142857143,125.71428571428571,2214639.714285714,10768.42857142857,2225408.1428571427,-1523077.4285714286,8207554.285714285
2021-06-28,702438.1428571428,107.42857142857143,2216456.1428571427,10769.714285714286,2227225.8571428573,-1524787.7142857143,8207446.857142857
2021-06-29,702545.4285714285,107.28571428571429,2218263.0,10771.142857142857,2229034.1428571427,-1526488.7142857143,8207339.571428572
2021-06-30,702649.1428571428,103.71428571428571,2220080.1428571427,10772.142857142857,2230852.285714286,-1528203.142857143,8207235.857142857
2021-07-01,702760.2857142857,111.14285714285714,2221791.714285714,10772.714285714286,2232564.4285714286,-1529804.142857143,8207124.714285715
